Marca,Modelo,Tipo,Capacidade de Refrigeração Nominal (Btu/h),Consumo Anual de Energia (kWh),IDRS (Wh/Wh)
HAIER,HSQF-12RH1MAP/IN + HSQF-12RH1MAP/OU,Split Hi-Wall,12000.0,393.0,7.0
HAIER,HSQB-24RC1MAP/IN + HSQB-24RC1MAP/OU,Split Hi-Wall,24000.0,839.0,7.0
Springer Midea,38TFCI30S5/42AGFCI30S5,Split Hi-Wall,30000.0,2202.1,3.3
Springer Midea,38TFCI22S5/42AFFCI22S5,Split Hi-Wall,22000.0,1441.3,3.7
Elgin,HJFI09C2WB / HJFE09C2CB,Split Hi-Wall,9000.0,287.0,7.6
Elgin,HIFI09C2WA / HIFE09C2CA,Split Hi-Wall,9000.0,341.0,5.93
ELGIN,HJFI30C2WG/HJFE30C2CG,Split Hi-Wall,30000.0,1077.0,7.0
TECHFRIO,TECHINV01F12INT - TECHINV01F12EXT,Split Hi-Wall,12000.0,450.0,6.0
Springer Midea,38AGQA12M5 / 42AGQA12M5,Split Hi-Wall,12000.0,447.0,6.5
Springer Midea,38AGQA18M5 / 42AGQA18M5,Split Hi-Wall,18000.0,727.0,6.0
Springer Midea,38AGVCB12M5 / 42AGVCB12M5,Split Hi-Wall,12000.0,485.0,6.0
Springer Midea,38AGVCB24M5 / 42AGVCB24M5,Split Hi-Wall,24000.0,1057.0,5.5
Springer Midea,38TVCC12S5 / 42AFVCH12S5,Split Hi-Wall,12000.0,528.0,5.5
Springer Midea,38TFCB12S5 / 42AFFCG12S5,Split Hi-Wall,12000.0,866.0,3.36
AZ,AZSW01INVF12INT - AZSW01INVF12EXT,Split Hi-Wall,12000.0,528.0,5.56
AZ,AZSW01INVF24INT - AZSW01INVF24EXT,Split Hi-Wall,24000.0,1038.0,5.62
ECOBLU,EC09QF1,Split Hi-Wall,9000.0,343.0,5.5
ECOBLU,EC12QF1,Split Hi-Wall,12000.0,512.0,5.5
ECOBLU,EC18F1,Split Hi-Wall,18000.0,778.0,5.5
HISENSE,AS-30TW2RKKDA01 / 1KK030009ZNPW5678JM0005,Split Hi-Wall,30000.0,1220.0,5.5
HISENSE,AS-30TW2RKKTT01 / 1KK030009ZNPW5678JM0001,Split Hi-Wall,30000.0,1220.0,5.5
PIONEER,WA030GHFINV / AN030GHFINV,Split Hi-Wall,30000.0,1220.0,5.5
HISENSE,AS-30TW2RKKDJ01 / 1KK030009ZNPW5678JM0006,Split Hi-Wall,30000.0,1220.0,5.5
HQ,HQ-INV30000FHI / HQ-INV30000FHO,Split Hi-Wall,30000.0,1220.0,5.5
GREE,GWC12AAC-D3NNA1DN,Split Hi-Wall,12000.0,870.0,3.51
GREE,GWH18QD-D3NNB4B,Split Hi-Wall,18000.0,34.2,3.24
GREE,GWH24QE-D3NNB4B,Split Hi-Wall,24000.0,45.6,3.24
GREE,GWH12AAC-D3NNA1D,Split Hi-Wall,12000.0,874.0,3.92
VG,VG02SFINV09INT / VG02SFINV09EXT,Split Hi-Wall,9000.0,395.0,5.55
VG,VG02SFINV18INT / VG02SFINV18EXT,Split Hi-Wall,18000.0,805.0,5.53
VG,VG02SFINV24INT / VG02SFINV24EXT,Split Hi-Wall,24000.0,1056.0,5.55
VG,VG02SFINV30INT / VG02SFINV30EXT,Split Hi-Wall,30000.0,1350.0,5.5
VG,VG02SRINV09INT / VG02SRINV09EXT,Split Hi-Wall,9000.0,395.0,5.55
PSG,PSG02SRINV30INT / PSG02SRINV30EXT,Split Hi-Wall,30000.0,1350.0,5.5
TRANE,3MXX1836HF000AA (Evaporadora Piso-Teto); 3TXK1836HF000AA (Condensadora),Split Hi-Wall,36000.0,1378.0,6.36
PHILCO,PAC12000IFM15,Split Hi-Wall,12000.0,530.0,5.5
EOS,EAS12000IQF2,Split Hi-Wall,12000.0,470.0,5.5
PHILCO,PAC12QA,Split Hi-Wall,12000.0,470.0,5.5
BRAVOLT,RC01BT-18KI (Evaporadora) / RC01BT-18KE (Condensadora),Split Hi-Wall,18000.0,806.0,5.5
CACEAIR,CACE02SFINV12INT / CACE02SFINV12EXT,Split Hi-Wall,12000.0,543.0,5.51
CACEAIR,CACE02SFINV30INT / CACE02SFINV30EXT,Split Hi-Wall,30000.0,1300.0,5.52
CACEAIR,CACE02SQINV30INT / CACE02SQINV30EXT,Split Hi-Wall,30000.0,1300.0,5.52
VIX,AS-18UW2RMADK00_IDU / AS-18UW2RMADK00_ODU,Split Hi-Wall,18000.0,515.0,8.43
VIX,AS-24UW2RBBDK02_IDU / AS-24UW2RBBDK02_ODU,Split Hi-Wall,24000.0,805.0,7.03
VIX,AS-30HF2SKHTU00_IDU / AS-30HF2SKHTU00_ODU,Split Hi-Wall,30000.0,1657.0,4.06
VIX,AS-09CR2SLDDK00_IDU / AS-09CR2SLDDK00_ODU,Split Hi-Wall,9000.0,680.0,3.14
VIX,AS-12CR2SLEDDK00_ODU / AS-12CR2SLEDK00_IDU,Split Hi-Wall,12000.0,887.1,3.14
VIX,AS-09CR2SLDDK02_IDU / AS-09CR2SLDDK02_ODU,Split Hi-Wall,9000.0,680.0,3.14
AGRATTO,FACS22FR4- 02,Split Hi-Wall,22000.0,1522.0,3.5
MARA!,MARA02SQFINV12INT7 / MARA02SQFINV12EXT7,Split Hi-Wall,12000.0,504.0,7.05
TCL,TAC-18CHSA2-INV,Split Hi-Wall,18000.0,722.0,6.01
SIMPLEY,CFSPL24IIS2BX - CFSPL24EIS2BX,Split Hi-Wall,24000.0,1016.0,5.73
MBO,MBOINV09C2I,Split Hi-Wall,9000.0,1267.2,5.5
TCL,TAC-09CSA2-INV,Split Hi-Wall,9000.0,355.0,6.14
TCL,TAC-09CSGV-INV,Split Hi-Wall,9000.0,483.0,4.5
CONSUL,CBK22C / CBL22C,Split Hi-Wall,22000.0,88.7,6.0
EOS,EAS12000IF,Split Hi-Wall,12000.0,558.0,5.5
EOS,EAS12000IQF,Split Hi-Wall,12000.0,558.0,5.5
PHILCO,PAC12000ITQFM12W,Split Hi-Wall,12000.0,558.0,5.5
BRITÂNIA,BAC12000ITFM9W PROTECT,Split Hi-Wall,12000.0,515.0,5.5
PHILCO,PAC12000ITFM9W,Split Hi-Wall,12000.0,515.0,5.5
PHILCO,PAC9000ITQFM9W,Split Hi-Wall,9000.0,454.0,5.5
ARMONY,ARM01IR12INT / ARM01IR12EXT,Split Hi-Wall,12000.0,544.0,5.5
VIX,AS-09CR2SYDDK00.indoor / AS-09CR2SYDDK00.outdoor,Split Hi-Wall,9000.0,595.0,3.21
VIX,AS-12CR2SVEDK04_IDU / AS-12CR2SVEDK04_ODU,Split Hi-Wall,12000.0,773.0,3.62
HQ,INV12000QFA,Split Hi-Wall,12000.0,479.0,5.5
HQ,INV24000QFA,Split Hi-Wall,24000.0,959.0,5.5
SAMSUNG,AR12BVFAAWKNAZ,Split Hi-Wall,12000.0,485.0,6.0
SAMSUNG,AR18BVHZCWKNAZ,Split Hi-Wall,18000.0,703.0,6.2
SAMSUNG,AR09CVFAAWKNAZ,Split Hi-Wall,9000.0,273.0,9.0
SAMSUNG,AR12CVFAAWKNAZ,Split Hi-Wall,12000.0,364.0,8.2
SAMSUNG,AR24CSECABTNAZ,Split Hi-Wall,22000.0,888.0,6.0
TECHFRIO,TECHPOPIND12K / TEC HPOPOUT12K,Split Hi-Wall,12000.0,540.0,5.55
BRAVOLT,BRAVOLTIND18K / BRAVOLTOUT18K,Split Hi-Wall,18000.0,820.0,5.7
TECHFRIO,TECHECO24IND / TECHECO24OUT,Split Hi-Wall,24000.0,791.0,7.21
PHILCO,PAC18000IQFM12W,Split Hi-Wall,18000.0,810.0,5.5
PHILCO,PAC24000IQFM9W,Split Hi-Wall,24000.0,995.0,5.5
PHILCO,PAC30000IQFM8W PROTECT,Split Hi-Wall,30000.0,1172.0,6.2
PHILCO,PAC12000IFM14,Split Hi-Wall,12000.0,529.0,5.5
LG,S3NQ18KLQAL+S3UQ18KLQAL,Split Hi-Wall,19000.0,836.2,5.5
LG,S3NQ12JAR1K+S3UQ12JAR1K,Split Hi-Wall,12000.0,484.6,6.0
LG,S3NW18KL31A+S3UW18KL31A,Split Hi-Wall,19000.0,742.4,6.2
LG,S3NW24K2R7A+S3UW24K2R7A,Split Hi-Wall,22000.0,833.0,6.4
LG,S3NW24K231A+S3UW24K231A,Split Hi-Wall,22000.0,833.0,6.4
LG,S3NW09AA33C+S3UW09AA33C,Split Hi-Wall,9000.0,363.3,6.0
LG,S3NW12JA33B+S3UW12JA33B,Split Hi-Wall,12000.0,484.6,6.0
LG,S3NW12JAQAL+S3UW12JAQAL,Split Hi-Wall,11000.0,484.4,5.5
LG,S3NQ12JA31E+S3UQ12JA31E,Split Hi-Wall,12000.0,484.7,6.0
LG,S3NQ24K233B+S3UQ24K233B,Split Hi-Wall,22000.0,888.3,6.0
LG,S3NQ120AKH0 + S3UQ120AKH0,Split Hi-Wall,12000.0,382.5,7.6
LG,S3NW120AKH0 + S3UW120AKH0,Split Hi-Wall,12000.0,382.5,7.6
LG,S3NQ12JA33L+S3UQ12JA33L,Split Hi-Wall,12000.0,415.2,7.0
LG,S3NQ24K233C+S3UQ24K233C,Split Hi-Wall,22000.0,761.1,7.0
TCL,TAC-12CHTG1-INV,Split Hi-Wall,12000.0,478.0,6.0
TCL,TAC-24CHTG1-INV,Split Hi-Wall,24000.0,899.0,6.3
TCL,TAC-24CHTG2-INV,Split Hi-Wall,24000.0,899.0,6.3
TCL,TAC-12CHTG2-INV,Split Hi-Wall,12000.0,490.0,5.83
TCL,TAC-18CHTG3-INV,Split Hi-Wall,18000.0,598.0,7.01
TCL,TAC-24CHTG3-INV,Split Hi-Wall,24000.0,812.0,7.06
AGRATTO,ACST12F - 02,Split Hi-Wall,12000.0,830.0,3.5
AIWA,AWS-AC-18QF,Split Hi-Wall,18000.0,607.0,7.0
GREE,GWC09QA-D3DNB8M,Split Hi-Wall,9000.0,17.1,3.24
GREE,GWC18QD-D3DNB8M,Split Hi-Wall,18000.0,34.2,3.24
GREE,GWC12ACC-D3DNA1M,Split Hi-Wall,12000.0,22.8,3.24
GREE,GWC18AGD-D3DNA4DW,Split Hi-Wall,18000.0,751.9,5.8
Gree,GWC09ATA-D6DNA2B,Split Hi-Wall,9000.0,402.2,5.42
Gree,GWC27ATE-D6DNA2A,Split Hi-Wall,27000.0,1025.3,6.26
Gree,GWC12ATB-D6DNA2A,Split Hi-Wall,12000.0,536.1,5.42
Gree,GWC24ACE-D6DNA1B,Split Hi-Wall,24000.0,892.0,6.52
Gree,GWC09ATA-D6DNA2C,Split Hi-Wall,9000.0,410.6,5.31
Gree,GWC12ATC-D6DNA1B,Split Hi-Wall,12000.0,482.6,6.02
Gree,GWC18ATD-D6DNA4A,Split Hi-Wall,18000.0,793.6,5.49
Gree,GWC24ATD-D6DNA4A,Split Hi-Wall,24000.0,1059.5,5.46
Gree,GWC09AWBXB-D6DNA4B,Split Hi-Wall,9000.0,311.0,7.01
Gree,GWC24AWEXE-D6DNA4E,Split Hi-Wall,24000.0,829.0,7.01
Gree,GWC12ATC-D6DNA1BB,Split Hi-Wall,12000.0,484.0,6.01
Gree,GWC30ATEXF-S6DNA1AC,Split Hi-Wall,30000.0,1208.0,6.01
Gree,GWC09ATCXB-D6DNA3D,Split Hi-Wall,9000.0,311.0,7.01
Fujitsu/Airstage,ASBH27KMTA/AOBH27KMTA,Split Hi-Wall,27000.0,860.0,7.6
Fujitsu/Airstage,ASBG09CMBA/AOBG09CMCA,Split Hi-Wall,9000.0,266.0,8.2
TRONOS,ASW-30H8A2 / QCR3DI-C0,Split Hi-Wall,30000.0,1315.0,5.5
GREE,GWH09ACA-D3DNA1B,Split Hi-Wall,9000.0,378.8,6.0
GREE,GWH12ACC-D3DNA1J,Split Hi-Wall,12000.0,429.0,6.37
GREE,GWH09AEC-K3DNA1A,Split Hi-Wall,9000.0,294.5,7.4
Gree,GWH24ATD-D6DNA2A,Split Hi-Wall,24000.0,1044.2,5.46
Gree,GWH09ACA-D6DNA1A,Split Hi-Wall,9000.0,363.0,6.0
Gree,GWH09ATA-D6DNA2C,Split Hi-Wall,9000.0,402.6,5.41
Gree,GWH24AUD-D6DNA1A,Split Hi-Wall,24000.0,1018.0,5.71
Gree,GWH12AWCXB-D6DNA4C,Split Hi-Wall,12000.0,415.0,7.01
Gree,GWH12ATC-D6DNA1AB,Split Hi-Wall,12000.0,484.0,6.01
AIWA,AWS-AC-30QF,Split Hi-Wall,30000.0,802.0,7.0
LIFE,LIFEH36K IN (Evaporadora) / LIFEH36K OUT (Condensadora),Split Hi-Wall,36000.0,162.8,5.5
EOS,EAS30001IQFI - EAS30001IQFE,Split Hi-Wall,30000.0,1256.0,5.77
EMMETI,CQEMT30IIS2AX - CQEMT30EIS2AX,Split Hi-Wall,30000.0,1256.0,5.77
EMMETI,CQEMT36IIS2AX - CQEMT36EIS2AX,Split Hi-Wall,36000.0,1564.0,5.71
EOS,EAS12001IFI - EAS12001IFE,Split Hi-Wall,12000.0,500.0,5.75
HQ,CQHQ30IIS2BX / CQHQ30EIS2BX,Split Hi-Wall,30000.0,1256.0,5.77
HQ,CQHQ36IIS2BX / CQHQ36EIS2BX,Split Hi-Wall,36000.0,1564.0,5.71
HQ,CFHQ30IIS2BX / CFHQ30EIS2BX,Split Hi-Wall,30000.0,1256.0,5.77
HQ,CFHQ36IIS2BX / CFHQ36EIS2BX,Split Hi-Wall,36000.0,1564.0,5.71
MDX,VIMC12KCH3S2C23 / VIMC12KCH3S2E23,Split Hi-Wall,12000.0,500.0,5.75
MDX,VIMC30KCH3S2C23 / VIMC30KCH3S2E23,Split Hi-Wall,30000.0,1256.0,5.77
MDX,VIMC36KCH3S2C23 / VIMC36KCH3S2E23,Split Hi-Wall,36000.0,1584.0,5.71
HQ,VIHT9KCH3S2E23 / VIHT9KCH3S2c23,Split Hi-Wall,9000.0,380.0,5.72
FONTAINE,FON02SFI12INT / FON02SFI12EXT,Split Hi-Wall,12000.0,460.0,7.03
EMMETI,CFEMT18IOS2BX - CFEMT18EOS2BX,Split Hi-Wall,18000.0,1194.0,3.6
EOS,EAS9000FI - EAS9000FE,Split Hi-Wall,9000.0,631.0,3.62
HQ,CFHQ18IOS2AX / CFHQ18EOS2AX,Split Hi-Wall,18000.0,1194.0,3.6
HQ,CFHQ30IOS2AX / CFHQ30EOS2AX,Split Hi-Wall,30000.0,2320.0,3.52
MDX,VOMC18KCO4S2C13 / VOMC18KCO4S2E13,Split Hi-Wall,18000.0,1194.0,3.6
HQ,VOHT18KCO4S2E13 / VOHT18KCO4S2C13,Split Hi-Wall,18000.0,1194.0,3.6
HQ,VOHT30KCO4S2E13 / VOHT30KCO4S2C13,Split Hi-Wall,30000.0,2320.0,3.52
Vertys,ASIIQ009A2WANV / ASIEQ009A2WANV,Split Hi-Wall,9000.0,406.0,5.7
Vertys,ASIIF009A2WASV / ASIEF009A2WASV,Split Hi-Wall,9000.0,330.0,7.15
Electrolux,JI09R/JE09R,Split Hi-Wall,9000.0,397.0,5.5
Electrolux,JE12F/JI12F,Split Hi-Wall,12000.0,529.0,5.5
Electrolux,JI24F/JIE24F,Split Hi-Wall,24000.0,1058.0,5.5
Electrolux,YE18R/YI18R,Split Hi-Wall,18000.0,793.0,5.5
Electrolux,YE24R/YI24R,Split Hi-Wall,24000.0,1056.0,5.5
PIONEER,WA009GHFINV / AN009GHFINV,Split Hi-Wall,9000.0,370.0,5.5
PIONEER,WA012GHFINV / AN012GHFINV,Split Hi-Wall,12000.0,475.0,5.5
PIONEER,WA018GHFINV / AN018GHFINV,Split Hi-Wall,18000.0,655.0,5.5
TECHFRIO,HT-18INV,Split Hi-Wall,18000.0,655.0,5.5
TECHFRIO,HT-12INV,Split Hi-Wall,12000.0,475.0,5.5
HQ,HQ-INV12000FHI / HQ-INV12000FHO,Split Hi-Wall,12000.0,475.0,5.5
HISENSE,AS-12TW2RLDTD00 / AS-12TW2RLD00,Split Hi-Wall,12000.0,475.0,5.5
HISENSE,AS-18TW2RMADJ02 / AS-18TW2RMA02,Split Hi-Wall,18000.0,655.0,5.5
HISENSE,AS-30TW2RKKVQ01 / 1KK030009ZNPW5678JM0003,Split Hi-Wall,30000.0,1220.0,5.5
HISENSE,AS-12UW5RXVQE00A / AS-12UW5RXV00A,Split Hi-Wall,12000.0,299.0,8.4
HISENSE,AS-18TW2RWPHB00 / AS-18TW2RWP00,Split Hi-Wall,18000.0,622.0,7.0
HISENSE,AS-18TW2RGSCK00 / AS-18TW2RGS00,Split Hi-Wall,18000.0,806.0,5.3
Agratto,ICST9QF-02,Split Hi-Wall,9000.0,396.0,5.5
Agratto,ICST12QF-02,Split Hi-Wall,12000.0,528.0,5.5
Komeco,KOHI 18QC 1HV,Split Hi-Wall,18000.0,792.0,5.5
AGRATTO,KNICST18QF- 02,Split Hi-Wall,24000.0,829.0,7.0
AGRATTO,LCS30F - 02I,Split Hi-Wall,30000.0,1321.0,5.5
AGRATTO,ICS30F - 02,Split Hi-Wall,30000.0,1320.0,5.5
HQ,HQI30F-02,Split Hi-Wall,30000.0,1321.0,5.5
AGRATTO,LCST30F - 02I,Split Hi-Wall,30000.0,1320.0,5.5
AGRATTO,ICS9F-02,Split Hi-Wall,9000.0,396.0,5.5
HQ,HQIT24F-02,Split Hi-Wall,24000.0,1056.0,5.5
AGRATTO,KNICST9F-02,Split Hi-Wall,9000.0,311.0,7.0
AGRATTO,KNICST12F-02,Split Hi-Wall,12000.0,414.0,7.0
HISENSE,AS-36TW2RKKVQ00E,Split Hi-Wall,36000.0,1600.0,5.6
HISENSE,AS-12TW2RLDTD00AE / AS-12TW2RLD00AC,Split Hi-Wall,12000.0,510.0,5.5
HISENSE,AS-09TW2RLDTT00AE / AS-09TW2RLD00AC,Split Hi-Wall,9000.0,388.0,5.5
HISENSE,AS-12TW2RLDTT00AE / AS-12TW2RLD00AC,Split Hi-Wall,12000.0,510.0,5.5
HISENSE,AS-12TW2RLDDK00AE / AS-12TW2RLD00AC,Split Hi-Wall,12000.0,510.0,5.5
VIX,AS-09TW2RLDDK02 / AS-09TW2RLD00AC,Split Hi-Wall,9000.0,388.0,5.5
VIX,AS-09TW2RLDDK03 / AS-09TW2RLD00AC,Split Hi-Wall,9000.0,388.0,5.5
HISENSE,AS-24TW2RBWMA00E/AS-24TW2RBW00C,Split Hi-Wall,24000.0,800.0,7.2
HISENSE,AS-12UW2RLUHB00E/AS-12UW2RLU00C,Split Hi-Wall,12000.0,406.0,7.3
HISENSE,AS-18UW2RWPHA00E/AS-18UW2RWP00C,Split Hi-Wall,18000.0,599.0,7.3
PIONEER,WA036GRFINV / AN036GRFINV,Split Hi-Wall,36000.0,1374.0,6.5
HISENSE,AS-36UW5RKZHB00E / AS-36UW5RKZ00C,Split Hi-Wall,36000.0,1316.0,6.5
HISENSE,AS-36TW2RKZHB00E / AS-36TW2RKZ00C,Split Hi-Wall,36000.0,1374.0,6.5
AIRSTAGE,ASKA09KPBA/AOKA09KPBA,Split Hi-Wall,9000.0,38.4,5.53
AIRSTAGE,ASKA18CPBA/AOKA18CPBA,Split Hi-Wall,18000.0,75.9,5.52
DAIKIN,FTHP18S5VL / RHP18S5VL,Split Hi-Wall,18000.0,573.2,7.6
Colormaq,AC 12K FRIO BR 220V ACC12IFBRBNAC,Split Hi-Wall,12000.0,587.0,5.69
Springer Midea,38TVCI09S5/42AFVCI09S5,Split Hi-Wall,9000.0,396.4,5.5
Midea,38EZVQA24M5 / 42EZVQA24M5,Split Hi-Wall,24000.0,764.9,7.6
Midea,38EZVCA12M5 / 42EZVCA12M5,Split Hi-Wall,12000.0,382.5,7.6
Midea,38TBVCA09M5 / 42EBVCA09M5,Split Hi-Wall,9000.0,473.9,4.6
Midea,38TBVCA22M5 / 42EBVCA22M5,Split Hi-Wall,22000.0,1158.5,4.6
Midea,38EFVCA09M8  / 42EFVCA09M8,Split Hi-Wall,9000.0,311.4,7.0
Midea,38EFVCA12M8 / 42EFVCA12M8,Split Hi-Wall,12000.0,415.2,7.0
Midea,38EMVQA18M5 / 42EMVQA18M5,Split Hi-Wall,18000.0,573.7,7.6
Elgin,HJQI30C2WB / HJQE30C2CB,Split Hi-Wall,30000.0,1026.0,7.09
Elgin,HIQI09C2WA / HIQE09C2CA,Split Hi-Wall,9000.0,344.0,5.91
Elgin,HIQI18C2WA / HIQE18C2CA,Split Hi-Wall,18000.0,785.0,5.5
Elgin,HIQI30C2WA / HIQE30C2CA,Split Hi-Wall,30000.0,1234.0,5.5
Elgin,HJQI24C2WC / HJQE24C2CC,Split Hi-Wall,24000.0,972.0,5.59
Elgin,45HJQI12C2WC / 45HJQE12C2CC,Split Hi-Wall,12000.0,514.0,5.51
SAMSUNG,AR09DXEAAWKNAZ + AR09DXEAAWKXAZ,Split Hi-Wall,9000.0,312.0,7.0
SAMSUNG,AR09DYFAAWKNAZ + AR09DYFAAWKXAZ,Split Hi-Wall,9000.0,363.0,6.0
SAMSUNG,AR12DYFABWKNAZ + AR12DYFABWKXAZ,Split Hi-Wall,12000.0,488.0,6.0
SAMSUNG,AR12DYFZAWKNAZ + AR12DYFZAWKXAZ,Split Hi-Wall,11000.0,459.0,5.8
SAMSUNG,AR18DYFAAWKNAZ + AR18DYFAAWKXAZ,Split Hi-Wall,18000.0,727.0,6.0
SAMSUNG,AR18DYFABWKNAZ + AR18DYFABWKXAZ,Split Hi-Wall,18000.0,727.0,6.0
SAMSUNG,AR24DYFZAWKNAZ + AR24DYFZAWKXAZ,Split Hi-Wall,24000.0,922.0,6.3
SAMSUNG,AR70H12C1BBNAZ + AR70H12C1BBXAZ,Split Hi-Wall,12000.0,416.0,7.0
SAMSUNG,AR70H24C1ABNAZ + AR70H24C1ABXAZ,Split Hi-Wall,23000.0,796.0,7.0
Gree,GWC18ATDXB-D6DNA1A,Split Hi-Wall,18000.0,805.2,5.41
Gree,GWC30ATEXF-S6DNA1AA,Split Hi-Wall,30000.0,1343.0,5.41
Gree,GWC24ATDXE-S6DNA1AB,Split Hi-Wall,24000.0,969.0,6.0
Gree,GWC22ATDXE-S6DNA1AB,Split Hi-Wall,22000.0,965.0,5.52
Gree,GWC18ATDXD-D6DNA3EM,Split Hi-Wall,18000.0,622.0,7.01
Gree,GWC30ATEXF-S6DNA3AM,Split Hi-Wall,30000.0,1036.0,7.01
Gree,GWC09ATBXB-D6DNA3BM,Split Hi-Wall,9000.0,311.0,7.01
PHILCO,PAC18QB,Split Hi-Wall,18000.0,736.0,5.5
PHILCO,PAC12QC,Split Hi-Wall,12000.0,493.0,5.5
PHILCO,PAC30QC,Split Hi-Wall,30000.0,1292.0,5.5
PHILCO,PAC18FC,Split Hi-Wall,18000.0,724.0,5.5
PHILCO,PAC30FC,Split Hi-Wall,30000.0,1243.0,5.5
BRITÂNIA,BAC24FC,Split Hi-Wall,24000.0,1036.0,5.5
PHILCO,PAC12QB,Split Hi-Wall,12000.0,493.0,5.5
PHILCO,PAC9QG,Split Hi-Wall,9000.0,376.0,5.5
PRIME AIR,PRIME AIR 18QG,Split Hi-Wall,18000.0,724.0,5.5
PRIME AIR,PRIME AIR 24QG,Split Hi-Wall,24000.0,1036.0,5.5
HAIER,HSQB-09RH1MAP/IN + HSQB-09RH1MAP/OU,Split Hi-Wall,9000.0,286.0,7.22
HAIER,HSQF-18RH1MAP/IN + HSQB-18RH1MAP/OU,Split Hi-Wall,18000.0,586.0,7.2
HAIER,HSQB-24RH1MAP/IN + HSQB-24RH1MAP/OU,Split Hi-Wall,24000.0,748.0,7.18
HAIER,HSQF-24RH1MAP/IN + HSQF-24RH1MAP/OU,Split Hi-Wall,24000.0,748.0,7.18
Springer Midea,38AGCA18M5 / 42AGCA18M5,Split Hi-Wall,18000.0,727.0,6.0
TCL,TAC-18CFG3WI-INV / TAC-18CFG3O-INV,Split Hi-Wall,18000.0,629.0,7.05
Elgin,HJFI24C2WB / HJFE24C2CB,Split Hi-Wall,24000.0,769.0,7.62
ELGIN,HJFI12C2WF/HJFE12C2CF,Split Hi-Wall,12000.0,406.0,7.0
ELGIN,HJFI12C2WG/HJFE12C2CG,Split Hi-Wall,12000.0,415.0,7.0
ELGIN,HJFI18C2WG/HJFE18C2CG,Split Hi-Wall,18000.0,623.0,7.0
TOCHFRIO,TOFINV02F12INT / TOFINV02F12EXT,Split Hi-Wall,12000.0,383.0,7.59
HQ,INV18000QFA,Split Hi-Wall,18000.0,703.0,5.6
HQ,INV36000QFA,Split Hi-Wall,36000.0,1438.0,5.5
